marolles-avaricieux,plaute-aululaire,Score
"('#lar', ""Afin que personne ne soit en peine de savoir qui je suis, je le dirai en peu de paroles.  Je suis le Génie de cette maison, d'où vous me voyez sortir.  Il y a déjà plusieurs années que je la possède, et je l'ai conservée pour le père et pour l'aïeul de celui qui en jouit à présent.  Mais son aïeul, en me faisant des prières, me confia secrètement un trésor.  Il le cacha au milieu du foyer, en me rendant ses respects pour m'obliger à le lui garder pendant sa vie.  Quand il mourut, il eut si grand peur de le perdre, qu'il ne le voulut jamais découvrir à son propre fils, et consentit plutôt de le laisser pauvre, que de lui dire où il était.  Il ne lui laissa pour tout héritage qu'un champ fort petit qu'il ne lui pu cacher, afin qu'il vécût misérablement avec beaucoup de travail et de souci.  Après qu'il fût mort, je voulus voir si le fils me traiterait avec plus de civilité que son père : mais il fit encore moins d'état de moi, et ne me rendit nul honneur.  Aussi fis-je toutes choses contre son intention : car enfin il acheva ses jours : mais il laissa un fils de même humeur que lui et son aïeul, qui habite cette maison.  Celui-ci n'a qu'une fille qui me fait tous les jours des prières, et qui m'offre du vin et de l'encens.  Elle me donne des couronnes de fleurs : et j'ai fait pour l'amour d'elle qu'Euclio son père a trouvé ici le trésor dont je vous ai parlé pour aider à la marier, s'il en avait le dessein.  Car un jeune homme de bonne famille qui l'a engrossée, la connaît parfaitement : mais elle ne le connaît point, et son père ne sait pas que sa fille est grosse.  Or je veux faire aujourd'hui qu'un vieillard du voisinage la demandera pour femme : et je ferai cela exprès, afin que celui qui l'a mise en l'état où elle est, se porte plus facilement à l'épouser.  Le vieillard qui la demandera en mariage, est oncle du jeune homme qui la connut la nuit qu'on célébrait la veille de la Fête de Cérès.  Mais le père de la fille crie déjà dans le logis, comme il a de coutume.  Il en chasse une vieille servante qu'il ne veut pas qui connaisse son secret.  Je crois qu'il veut voir si personne n'aura mis la main sur son trésor."")","('#le-dieu-lare', ""Ne vous demandez pas qui je suis, je vais vous le dire.  C'est moi le dieu Lare de cette maison d'où vous m'avez vu sortir ; voilà bien des années que j'y demeure ; j'ai protégé le père et même l'aïeul de celui qui la possède aujourd'hui.  Le grand-père m'a confié et recommandé en grand secret un trésor qu'il a enfoui au milieu du foyer, me suppliant de le lui garder.  Le bonhomme est mort ; mais il était d'une telle avarice, qu'il ne voulut pas révéler la cachette à son fils ; il aima mieux le livrer à la pauvreté que de lui indiquer le trésor.  Il lui laissait un petit bout de champ, de quoi s'entretenir misérablement et en prenant beaucoup de peine.  Dès que le vieillard qui m'avait confié son or eut cessé de vivre, je commençai à observer si son fils aurait pour moi plus de dévotion que le père.  Mais ce fut tout le contraire ; il dépensa de moins en moins pour mon culte, et chaque jour retrancha quelque chose à mes honneurs.  Moi je lui rendis la pareille, et il mourut à son tour.  Il a laissé un fils, le propriétaire actuel de la maison, qui est bien tout le portrait de son père et de son aïeul.  Ce fils a une fille, qui m'offre incessamment de l'encens, du vin, et autres cadeaux de ce genre ; elle me donne aussi des couronnes.  Pour la récompenser, j'ai fait découvrir le trésor à Euclion, afin qu'il pût la marier plus facilement, s'il le voulait : car elle a été violée par un jeune homme de haute naissance.  Ce jeune homme sait fort bien à qui il a eu affaire ; mais elle, elle ne le connaît pas, et le père ignore toute l'aventure.  Je ferai en sorte aujourd'hui que ce vieux barbon, qui demeure là, à côté, la demande pour femme ; celui qui l'a déshonorée se décidera plus vite à l'épouser.  Le vieillard qui recherchera sa main est l'oncle du jeune homme qui l'a violée la nuit, aux veillées de Cérés.  Mais voilà notre ladre qui bougonne dans sa maison, selon son habitude.  Il fait sortir sa vieille servante, pour qu'elle ne découvre pas son secret.  Sans doute il veut voir si on ne lui a pas voté son or."")",0.880401611328125
"('#euclion', ""Allons, te dis-je, sors d'ici.  En bonne foi, tu sortiras tout à cette heure, tourneuse de prunelle, avec tes yeux à fleur de tête, que tu lances de tous côtés."")","('#euclion', ""Hors d'ici, te dis-je, hors d'ici ; qu'on détale au plus vite, maudite espionne, avec tes yeux de furet."")",0.6478148102760315
"('#staphyla', ""Sans mentir je suis bien malheureuse.  Pourquoi me frappez-vous, sans l'avoir mérité ?"")","('#staphyla', 'Pourquoi me battez-vous, malheureuse que je suis ?')",0.6098700761795044
"('#euclion', 'Pour te rendre malheureuse comme tu dis, et que tu achèves misérablement le reste de tes jours.')","('#euclion', ""C'est pour qu'en effet tu sois malheureuse ; une misérable comme toi doit avoir une vie misérable."")",0.6882086396217346
"('#staphyla', 'Quel sujet vous ai-je donné de me chasser ainsi de votre maison ?')","('#staphyla', 'Pourquoi me chassez-vous ?')",0.5953166484832764
"('#euclion', ""T'en rendrai-je compte, moisson de cent mille coups ?  Rentre dans le logis.  Non, ne bouge [pas].  Voyez comme elle marche.  Sais-tu bien ce qui te dois arriver ?  Si je prends tout à cette heure un bâton, ou un fouet à la main, je te ferai bien hâter ton pas de tortue."")","('#euclion', ""Ai-je des comptes à te rendre, pendarde ?  Par ici !  Éloigne-toi de la porte ; par ici !  Te dis-je.  Voyez comme elle marche !  Sais-tu ce qui t'attend ?  Si je prends en main un bâton ou un bon nerf de boeuf, je te ferai allonger ce pas de tortue."")",0.7431516647338867
"('#staphyla', 'Dieu veuille que je périsse plutôt, que de servir davantage chez vous à cette condition.')","('#staphyla', 'Les dieux auraient bien dû me faire pendre, plutôt que de me réduire à servir, un pareil maître.')",0.49107038974761963
"('#euclion', ""Mais comme la traîtresse murmure toute seule entre ses dents !  Je veux mourir, si je ne t'arrache ces yeux de la tête, afin que tu ne voies point tout ce que j'ai envie de faire.  Va-t-en.  Adieu.  Retire-toi de ma présence.  Holà.  Tout beau.  Demeure ici.  Assure-toi, que si tu te remues tant soit peu, ou que tu allonges tes doigts, ou tes ongles de part ou d'autre le moins du monde, ou si tu regardes çà ou là, que je ne te le die, je t'étranglerai tout aussitôt.  En vérité, je n'ai jamais connu de vieille si méchante, que cette Guenipe, je la crains infiniment, et j'ai peur que par ses artifices, elle ne tire de moi quelques paroles qui lui fassent connaître le lieu, où j'ai enfermé l'or que j'ai trouvé : car la méchante qu'elle est, a des yeux au derrière de la tête.  Je m'en vais donc voir, si ce trésor est encore où je l'ai mis, ce qui m'inquiète extrêmement."")","('#euclion', ""Qu'est-ce que la coquine murmure entre ses dents ?  Scélérate, je t'arracherai les deux yeux, pour t'empêcher d'observer mes actions.  Éloigne-toi... encore... encore... encore... assez !  Tiens-toi là ; si tu en bouges seulement d'un travers de doigt, d'une épaisseur d'ongle, ou si tu tournes la tête avant que je te le dise, je te fais mettre en croix, pour t'apprendre.  Je n'ai jamais vu une vieille scélérate pire que celle-ci.  Ah !  Je crains bien que la perfide ne me joue quelque mauvais tour et ne se doute de l'endroit où mon or est caché : elle a des yeux derrière la tête, cette vieille gueuse.  Mais allons voir si le trésor qui me donne tant d'inquiétudes et de tourments est toujours comme je l'ai mis. À part. Il sort."")",0.7841310501098633
"('#staphyla', ""Pour moi, je ne sais plus comme il faut vivre avec cet homme-là, ni ce qui lui peut être arrivé depuis quelque temps.  Comme s'il avait perdu l'esprit, il me chasse ainsi dix fois le jour.  Je ne saurais deviner quelle maladie le possède.  Il veille toutes les nuits, et demeure tout le jour assis dans le logis comme un cordonnier sur la sellette.  Je suis aussi fort en peine de savoir comme je cacherai le déshonneur de ma maîtresse sa fille qui est prête d'accoucher.  Mais après y avoir bien pensé, je crois que je n'ai point de parti meilleur à prendre que de m'allonger avec un cordeau que je mettrai autour de mon col."")","('#staphyla', ""Je ne sais en vérité quel malheur est arrivé à mon maître, ni ce que signifie cette folie.  Chasser ainsi une pauvre femme de la maison, et souvent dix foi» dans un jour !  On serait bien, en peine de dire quelle rage le possède ; il ne ferme pas l'oeil de toute la nuit, et le jour il reste assis là du matin au soir, comme un savetier bancal.  Je ne vois pas comment je pourrai lui cacher la honte de sa fille, qui est déjà tout près d'accoucher ; ce que je ferais de mieux, je crois, ce serait de m'allonger comme un I en me passant la corde au cou."")",0.8355016112327576
"('#euclion', ""Mon esprit est maintenant en repos, ayant trouvé dans le logis toutes choses en leur place, rentre à cette heure à la maison, et garde ce qu'il y a."")","('#euclion', ""Allons, je sors l'esprit un peu plus tranquille ; tout est bien en place là dedans, je m'en suis assuré.  Rentre à présent, et fais bonne garde. À Staphyla."")",0.5329813957214355
