quinault-isis,quinault-thesee,Score
"('#hierax', ""Cessons d'aimer une infidèle, Évitons la honte cruelle De servir, d'adorer qui ne nous aime plus. Achevons de briser les noeuds qu'elle a rompus. Dégageons nous, sortons d'un si funeste empire. Hélas ! Malgré moi je soupire ! Ah ! Mon coeur quelle lâcheté ! Quel charme te retient dans un honteux martyre ? Tu n'as pas craint des fers qui nous ont tant coûté As-tu peur de ta liberté ? Revenez, revenez Liberté charmante Vous n'êtes que trop diligente Lorsqu'il faut dans un coeur faire place à l'Amour; Mais que vous êtes lente Lorsqu'un juste dépit presse votre retour."")",-,0.0
"('#pirante', ""C'est trop entretenir Ces tristes rêveries; Venez, tournez vos pas sur ces rives fleuries Regardez ces flots argentés, Qui dans ces vallons écartés,  Font briller l'émail des prairies Interrompez vos soupirs Tout doit être ici; Ce beau séjour est l'asile Du repos et des plaisirs."")",-,0.0
"('#hierax', ""Depuis qu'une nymphe inconstante A trahi mon amour et m'a manqué de foy Ces lieux jadis si beaux n'ont plus rien qui m'enchante; Ce que j'aime a changé, tout est changé pour moi."")",-,0.0
"('#pirante', ""La fille d'Inachus hautement vous préfère A mille autres amants de votre sort jaloux; Vous avez l'aveu de son père En faveur d'Argus votre frère, La puissante Junon se déclare pour vous."")",-,0.0
"('#hierax', ""Si l'ingrate m'aimait, je serais son époux. Cette nymphe légère De jour en jour diffère Un hymen qu'autrefois elle avait cru si doux. L'inconstante n'a plus l'empressement extrême De cet amour naissant qui répondait au mien. Son changement paraît en dépit d'elle même Je ne le connais que trop bien, Sa bouche quelquefois dit encor qu'elle m'aime; Mais son coeur ni ses yeux ne m'en disent plus rien."")",-,0.0
"('#pirante', ""Se peut-il qu'elle dissimule ! Après de serments, ne la croyez-vous pas ?"")",-,0.0
"('#hierax', ""Je ne les crus que trop, hélas !  Ces serments qui trompent mon coeur tendre et crédule; Ce fut dans ces vallons où par mille détours, Inachus prends plaisir à prolonger son cours; Ce fut sur son charment rivage, Que sa fille volage Me promit de m'aimer toujours. Le Zéphir fut témoin, l'onde fut attentive Quand la nymphe jura de ne changer jamais, Mais le Zéphir léger et l'onde fugitive Ont enfin emporté les serments qu'elle a faits. Je la vois, l'infidèle."")",-,0.0
"('#pirante', 'Éclaircissez vous avec elle.')",-,0.0
"('#io', ""M'aimez vous ? puis-je m'en flatter ?"")",-,0.0
"('#hierax', ""Cruelle, en voulez vous douter ? En vain votre inconstance éclate, En vain elle m'anime à briser tous les noeuds Je vous aime toujours ingrate, Plus que vous ne voulez Et plus que je ne veux Je crains un funeste présage, Un aigle dévorant Vient de fondre à mes yeux, Sur un oiseau qui dans ces lieux M'entretenait d'un doux ramage Différez votre hymen, Suivons l'avis des Cieux. Notre hymen me déplaît qu'à votre coeur volage: Répondez moi de vous, je vous répond des Dieux. Vous juriez autrefois Que cette onde rebelle Se ferait vers sa source une route nouvelle Plutôt qu'on ne verrait votre coeur dégagé; Voyez couler ces flots dans cette vaste plaine C'est le même penchant qui toujours les entraîne. Leurs cours ne change point et vous avez changé"")",-,0.0
"('#io', ""Laissez moi revenir de mes frayeurs secrètes; J'attends de votre amour cet effort généreux."")",-,0.0
"('#hierax', ""Je veux ce qui vous plaît, cruelle que vous êtes, Vous n'abusez que trop d'un amour malheureux !"")",-,0.0
"('#io', 'Non, je vous aime encor !')",-,0.0
"('#hierax', ""Quelle froideur extrême !  Inconstante, est-ce ainsi qu'on doit dire qu'on aime."")",-,0.0
"('#io', ""C'est à tort que vous m'accusez, Vous avez vu toujours vos rivaux méprisés"")",-,0.0
"('#hierax', ""Le mal de mes rivaux N'égale point ma peine, La douce illusion d'une espérance vaine Ne les fait point tomber du faite du bonheur Aucun d'eux comme moi n'a perdu votre coeur; Je ne suis point accoutumé Quel tourment de cesser de plaire Lorsqu'on a fait l'essai du plaisir d'être aimé. Je ne le sens que trop Votre coeur se détache Et je ne sais qui me l'arrache"")",-,0.0
"('#hierax', ""Je cherche en vain l'heureux amant Qui me dérobe un bien charmant Où j'ai cru devoir seul prétendre Je sentirais moins mon tourment Si je trouvais à qui m'en prendre Vous fuyez mes regards, Vous ne me dites rien; Il faut vous délivrer d'un fâcheux entretiens; Ma présence vous blesse et c'est trop vous contraindre."")",-,0.0
"('#io', 'Jaloux sombre et chagrin, Partout où je vous vois, Vous ne cessez de vous plaindre Je voudrais vous aimer Autant que je le dois, Et vous me forcez à vous craindre.')",-,0.0
"('#hierax #io', ""Non, non, il ne tient qu'à vous De rendre notre sort plus doux Non, non, il ne tient qu'à vous De rendre mon coeur plus tendre Non, non, il ne tient qu'à vous De rendre mon coeur moins jaloux."")",-,0.0
"('#micene', ""Ce prince trop longtemps dans ses chagrins s'obstine On pardonne au premier transport D'un amour qui se plaint à tort Et qui sans raison se mutine. Mais à la fin on se chagrine Contre un Amour chagrin."")",-,0.0
"('#io', ""Je veux bien te parler enfin sans artifice Ce prince infortuné s'alarme avec justice. Le maître souverain de la terre et des cieux Entreprend de plaire à mes yeux. Du coeur de Jupiter l'amour m'offre l'empire. Mercure est venu me le dire Je le vois chaque jour descendre dans ces lieux. Mon coeur autant qu'il peut  Fait toujours résistance. Et pour attaquer ma constance, Il ne fallait pas moins que le plus grand des Dieux."")",-,0.0
"('#micene', ""On écoute aisément Jupiter qui soupire. C'est un amant qu'on ose mépriser. Et du plus grand des coeurs Ce glorieux empire  Est difficile à mépriser."")",-,0.0
"('#io', ""Lorsqu'on me presse de me rendre Aux attraits d'un amour nouveau, Plus le charme est puissant Et plus il serait beau De pouvoir m'en défendre. Quoi ! tu veux me quitter ? Doù vient ce soin pressant ?"")",-,0.0
"('#micene', ""C'est pour vous seule ici que Mercure descend."")",-,0.0
"('#mercure', ""Le Dieu puissant qui lance le tonnerre  Et qui des cieux tient le sceptre en ses mains A résolu de venir sur la terre Chasser les maux qui troublent les humains. Que la terre avec soin à cet honneur réponde Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",-,0.0
"('#choeur-des-divinites', ""Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",-,0.0
"('#mercure', ""C'est ainsi que Mercure Pour abuser les Dieux jaloux Doit parler hautement à toute la nature. Mais il doit s'expliquer Autrement avec vous; C'est pour vous voir, C'est pour vous plaire, Que Jupiter descend du céleste séjour. Et les biens qu'ici bas sa présence va faire Ne seront dûs qu'à son amour."")",-,0.0
"('#isis', ""Pourquoi du haut des cieux,  Ce Dieu veut-il descendre ?  Mes voeux sont engagés. Mon coeur a fait un choix L'amour tôt ou tard doit prétendre Que tous les coeurs se rangent sous ses lois. C'est un hommage qu'il faut rendre Mais assez de le rendre une fois."")",-,0.0
"('#mercure', ""Ce serait en aimant une contrainte étrange Qu'un coeur pour mieux choisir n'osât se dégager. Quand c'est pour Jupiter qu'on change Il n'est pas honteux de changer. Que tout l'univers se pare De ce qu'il a de plus rare Que tout brille dans ces lieux. Que la terre partage  L'éclat et la gloire des cieux. Que tout rende hommage  Au plus grand des dieux."")",-,0.0
"('#jupiter', ""Les armes que je tiens protègent l'innocence. L'effort n'en est fâcheux qu'à l'orgueil des titans. Vous qui suivez les lois, Vivez sous ma puissance, Toujours heureux, toujours contents. Jupiter vient sur la terre. Pour la combler de bienfaits, Il est armé du tonnerre Mais c'est pour donner la paix."")",-,0.0
"('#choeurs', ""Jupiter vient sur la terre. Pour la combler de bienfaits, Il est armé du tonnerre Mais c'est pour donner la paix."")",-,0.0
"('#io', ""Où suis-je ? D'où vient ce nuage ? Les ondes de mon père et son charmant rivage Ont disparu tout_à_coup à mes yeux ! Où puis-je trouver un passage ? La jalouse reine des Cieux Me fait elle si tôt acheter l'avantage De plaire au plus puissant des Dieux ? Que vois-je ? Quel éclat se répand dans ces lieux. Jupiter paraît et les nuages qui obscurcissent le théâtre, sont illuminés et peints des couleurs les plus brillantes et les plus agréables."")",-,0.0
"('#jupiter', ""Vous voyez Jupiter; Que rien ne vous étonne. C'est pour tromper Junon et ses regards jaloux Qu'un nuage vous environne; Belle nymphe, rassurez-vous Je vous aime et pour vous le dire, Je sors avec plaisir de mon suprême empire. La foudre est dans mes mains, Les Dieux me font la cour, Je tiens tout l'Univers sous mon obéissance; Mais si je prétends en ce jour Engager votre coeur à m'aimer à son tour, Je fonde moins mon espérance Sur la grandeur de ma puissance Que sur l'excès de mon amour."")",-,0.0
"('#io', ""Que sert-il qu'ici-bas votre amour me choisisse ? L'honneur me vient trop tard, j'ai formé d'autres noeuds Il fallait que ce bien pour combler tous nos voeux, Ne me coûtât point d'injustice, Et ne fit point de malheureux"")",-,0.0
"('#jupiter', ""C'est une assez grande gloire Pour votre premier vainqueur, D'être encore dans votre mémoire Et de me disputer si longtemps votre coeur."")",-,0.0
"('#io', ""La gloire doit forcer mon coeur à se défendre. Si vous sortez du Ciel pour chercher les douceurs D'une amour tendre, Vous pouvez aisément attaquer d'autres coeurs Qui feront gloire de se rendre."")",-,0.0
"('#jupiter', ""Il n'est rien dans les Cieux il n'est rien ici-bas De si charment que vos appas; Rien ne peut me toucher d'une flamme si forte; Belle Nymphe vous l'emportez Sur les autres beautés, Autant que Jupiter l'emporte Sur les autres Divinités ! Verrez-vous tant d'amour avec indifférence ? Quel trouble vous saisit ? Où tournez vous vos pas ?"")",-,0.0
"('#io', ""Mon coeur en votre présence Fait trop peu de résistance  Contentez-vous, hélas ! D'étonner ma constance, Et n'en triomphez pas."")",-,0.0
"('#jupiter', 'Et pourquoi craignez vous Jupiter qui vous aime ?')",-,0.0
"('#io', 'Je crains tout, je me crains moi-même.')",-,0.0
"('#jupiter', 'Quoi ! voulez vous me fuir')",-,0.0
"('#io', ""C'est mon dernier espoir."")",-,0.0
"('#jupiter', 'Écoutez mon amour.')",-,0.0
"('#io', 'Écoutez mon devoir.')",-,0.0
"('#jupiter', 'Vous avez un coeur libre et qui peut de défendre')",-,0.0
"('#io', 'Non, vous ne laissez pas mon coeur en mon pouvoir')",-,0.0
"('#jupiter', ""Quoi ! vous ne voulez pas m'entendre"")",-,0.0
"('#io', ""Je n'ai que trop de peine à ne le pas vouloir. Laissez-moi..."")",-,0.0
"('#jupiter', 'Quoi si tôt.')",-,0.0
"('#io', 'Je devais moins attendre; Que ne fuyais-je hélas ! Avant que de vous voir.')",-,0.0
"('#jupiter', ""L'amour pour moi me sollicite Et je vois que vous me quittez"")",-,0.0
"('#io', ""Le devoir veut que je vous quitte, Et je sens que vous m'arrêtez"")",-,0.0
"('#mercure', 'Iris est ici-bas et Junon elle-même  Pourrait vous suivre dans ces lieux.')",-,0.0
"('#jupiter', ""Pour la nymphe que j'aime Je crains ses transports furieux."")",-,0.0
"('#mercure', 'Sa vengeance serait funeste, Si votre amour était surpris.')",-,0.0
"('#jupiter', ""Va, prends soin d'arrêter Iris, Mon amour prendra soin du reste."")",-,0.0
"('#mercure', ""Arrêtez, belle Iris, différez un moment D'accomplir en ces lieux ce que Junon désire."")",-,0.0
"('#iris', ""Vous m'arrêtez vainement Et vous n'aurez rien à me dire."")",-,0.0
"('#mercure', ""Mais, si je vous disais que je veux vous choisir Pour attacher mon coeur d'une éternelle chaîne ?"")",-,0.0
"('#iris', 'Je vous écouterais peut-être avec plaisir, Mais je vous croirais avec peine.')",-,0.0
"('#mercure', ""Refusez vous d'unir votre coeur et le mien."")",-,0.0
"('#iris', ""Jupiter et Junon nous occupent sans cesse Nos soins sont assez grands sans que l'amour nous blesse, Nous n'avons pas tous deux de loisir d'aimer bien."")",-,0.0
"('#mercure', 'Si je fais ma première affaire De vous voir et de vous plaire.')",-,0.0
"('#iris', 'Je ferai mon premier devoir De vous plaire et de vous voir.')",-,0.0
"('#mercure', ""Un coeur fidèle  A pour moi de charmants appas: Vous avez mille attraits, Vous n'êtes que trop belle: Mais je crains que vous n'ayez pas. Un coeur fidèle."")",-,0.0
"('#iris', ""Pourquoi craignez-vous tant Que mon coeur se dégage Je vous permets d'être inconstant, Sitôt que je serai volage."")",-,0.0
"('#mercure #iris', 'Promettez moi de constantes amours, Je vous promets de vous aimer toujours.')",-,0.0
"('#mercure', 'Que la feinte entre nous finisse')",-,0.0
"('#iris', 'Parlons sans mystère en ce jour;')",-,0.0
"('#mercure #iris', ""Le moindre artifice Offense l'amour."")",-,0.0
"('#iris', 'Quel soin presse ici-bas Jupiter de descendre.')",-,0.0
"('#mercure', 'Le seul bien des mortels lui fait quitter les cieux; Mais quel soupçons nouveau Junon peut elle prendre ? Ne suivrait elle pas Jupiter en ces lieux.')",-,0.0
"('#iris', ""Dans les jardins d'Hébé Junon vient de descendre."")",-,0.0
"('#mercure', ""Un nuage entrouvert la découvre à mes yeux ; Iris parle ainsi sans mystère ! C'est ainsi que je puis me fier à ta foi."")",-,0.0
"('#iris', ""Ne me reprochez pas que je suis peu sincère, Vous ne l'êtes pas plus que moi. Junon paraît au milieu d'un nuage qui s'avance."")",-,0.0
"('#mercure #iris', 'Gardez pour quelque autre Votre amour trompeur, Je reprends mon coeur,  Reprenez le vôtre.')",-,0.0
"('#iris', ""J'ai cherché vainement la fille d'Inachus."")",-,0.0
"('#junon', ""Ah ! Je n'ai pas besoin d'en savoir davantage, Non, Isis, ne la cherchons plus. Jupiter dans ces lieux m'a donné de l'ombrage, J'ai traversé les airs, j'ai percé le nuage Qu'il opposait à mes regards ; Mais en vain j'ai tourné les yeux de toutes parts, Ce Dieu par son pouvoir suprême M'a caché la nymphe qu'il aime, Et ne m'a laissé voir que des troupeaux épars ! Non, non, je ne suis pas une incrédule épouse Qu'un puisse tromper aisément; Voyons qui feindra mieux de Jupiter amant Ou de Junon jalouse. Il est maître des Cieux, la terre suit sa loi; Sous sa toute puissance, il faut que tout fléchisse; Mais puisqu'il ne prétend s'armer que d'artifice Tout Jupiter qu'il est, il est moins fort que moi. Dans ces lieux écartés, vois que la terre est belle."")",-,0.0
"('#iris', 'Elle honore son maître et brille sous ses pas.')",-,0.0
"('#junon', ""L'amour cet amour infidèle, Qui du plus haut des cieux l'appelle, Fait que tout lui rit ici-bas. Près d'une maîtresse nouvelle  Dans le fond des déserts, on trouve des appas. Et le ciel même ne plaît pas Avec une épouse immortelle."")",-,0.0
"('#jupiter', ""Dans les jardins d'Hébé vous deviez en ce jour  D'une nouvelle nymphe  Augmenter votre cour; Quel dessein si pressant dans ces lieux vous amène."")",-,0.0
"('#junon', ""Je ne vous suivrai pas plus loin. Je viens de votre amour Attendre un nouveau soin : Ne vous étonnez pas qu'on vous quitte avec peine, Et que de Jupiter on ait toujours besoin. Vous m'aimez, et j'en suis certaine."")",-,0.0
"('#jupiter', 'Souhaitez, je promets que vos voeux seront satisfaits.')",-,0.0
"('#junon', ""J'ai fait choix d'une nymphe et déjà la Déesse De l'aimable Jeunesse Se prépare à la recevoir; Mais je n'ose, sans vous, disposer de personne. Si j'ai quelque pouvoir, Je n'en prétends avoir Qu'autant que votre amour m'en donne Ce don de votre main me sera précieux."")",-,0.0
"('#jupiter', ""J'approuve vos désirs ; Que rien n'y soit contraire; Mercure ayez soin de lui plaire, Et portez à son gré, mes ordres en tous lieux; Que tout suive les lois de la reine des cieux."")",-,0.0
"('#iris #mercure', 'Que tout suive les lois de la reine des Cieux.')",-,0.0
"('#jupiter', ""Parlez, et qu'hautement votre choix se déclare."")",-,0.0
"('#junon', ""La nymphe qui me plaît ne vous déplaira pas, Vous ne verrez pas ici-bas De mérite plus grand ni beauté plus rare; Les honneurs que je lui prépare Ne lui sont que trop dûs, Enfin, Junon choisit la fille d'Inachus."")",-,0.0
"('#jupiter', ""La fille d'Inachus."")",-,0.0
"('#junon', ""Déclarez pour elle. Peut-on voir à ma suite une nymphe plus belle, Plus capable d'orner ma cour, Et de marquer pour moi,  Le soin de votre amour; Vous me l'avez promise et je vous le demande."")",-,0.0
"('#jupiter', ""Vous ne sauriez combler d'une gloire trop grande La nymphe que vous choisissez; Junon commande  Allez, allez, Mercure obéissez."")",-,0.0
"('#junon', 'Junon commande Allez, allez, Mercure obéissez.')",-,0.0
"('#hebe', ""Les plaisirs les plus doux Sont faits pour la jeunesse. Venez, venez jeux charmants, venez tous; Cardez vous bien d'amener avec vous La sévère Sagesse. Fuyez, fuyez, sombre tristesse Noirs chagrins, fuyez loin de nous Vous êtes destinés pour l'affreuse vieillesse Les plaisirs les plus doux Sont faits pour la jeunesse."")",-,0.0
"('#le-choeur', 'Les plaisirs les plus doux Sont faits pour la jeunesse. Les jeux, les plaisirs et les nymphes de Junon se divertissent par des danses et par des chansons, en attendant la nouvelle nymphe dont Junon vont faire choix.')",-,0.0
"('#deux-nymphes', ""Aimez, profitez du temps, Jeunesse charmante Rendez vos désirs contents. Tout rit tout enchante Dans les plus beaux ans: L'amour vous éclaire Marchez sur ses pas Cherchez à vous faire Des noeuds pleins d'appas. Que vous sert de plaire, Si vous n'aimez pas ?"")",-,0.0
"('#choeurs', ""Que ces lieux ont d'attraits ! Goûtons-en bien les charmes, L'Amour n'y fait jamais verser de tristes larmes Les soins et les alarmes,  N'en troublent point la paix. Jouissons dans ces retraites Des douceurs les plus parfaites; Suivez-nous, charmants plaisirs, Comblez tous nos désirs."")",-,0.0
"('#mercure', 'Servez, Nymphe, servez avec un soin fidèle, La puissante reine des Cieux. Suivez dans ces aimables lieux La jeunesse immortelle Tout plaît et tout rit avec elle. Hébé et les nymphes reçoivent Io.')",-,0.0
"('#hebe', ""Que c'est un plaisir charmant  D'être jeune et belle ! Triomphez à tout moment D'une conquête nouvelle. Que c'est un plaisir charmant  D'être jeune et belle !"")",-,0.0
"('#argus', 'Dans ce solitaire séjour Vous êtes sous ma garde, Junon vous y laisse: Mes yeux veilleront tour à tour Et vous observeront sans cesse.')",-,0.0
"('#io', ""Est-ce là le bonheur que Junon m'a promis. Argus apprenez-moi quel crime j'ai commis."")",-,0.0
"('#argus', ""Vous êtes aimable Vos yeux devaient moins charmer. Vous êtes coupable De faire trop aimer Ne me déguisez rien, de quoi m'accuse-t-elle Quelle offenses à ses yeux me rend si criminelle ? Ne pourrai-je apaiser son funeste courroux."")",-,0.0
"('#argus', ""C'est une offense cruelle De paraître belle À ses yeux jaloux L'amour de Jupiter a trop paru pour vous"")",-,0.0
"('#io', 'Je suis perdue, ô ciel ! si Junon est jalouse.')",-,0.0
"('#argus', ""On ne plaît guère à l'épouse Lorsqu'on plaît trop à l'époux. Vous n'en serez pas mieux d'être ingrate et volage Vous quittez un fidèle amant, Pour recevoir un plus brillant hommage Mais c'est un avantage Que vous payerez chèrement. J'ai l'ordre d'enfermer vos dangereux appas La Déesse se défend que vous voyez personne"")",-,0.0
"('#io', ""Aux rigueurs de Junon Jupiter m'abandonne. Non, non Jupiter ne m'aime pas."")",-,0.0
"('#hierax', ""La perfide craint ma présence Elle me fuit en vain et j'irai la chercher."")",-,0.0
-,"('#un-plaisir', ""Le maître de ces lieux n'aime que la victoire, Il en fait ses plus chers désirs : Il néglige ici les plaisirs, Et tous ses soins sont pour la gloire."")",0.0
-,"('#le-choeur-des-graces', 'Les jeux et les amours Ne règnent pas toujours.')",0.0
-,"('#un-plaisir', ""C'était dans ces jardins, au bord de ces fontaines, Que l'aimable mère d'amour Espérait d'établir sa bienheureuse cour : Mais ses espérances sont vaines."")",0.0
-,"('#le-choeur-des-graces', 'Les jeux et les amours Ne règnent pas toujours.')",0.0
-,"('#un-des-jeux', ""Ne nous écartons pas de ces charmantes plaines, Allons nous retirer dans les bois d'alentour."")",0.0
-,"('#trois-jeux', 'Ah ! Quelles peines De quitter un si beau séjour !')",0.0
-,"('#trois-plaisirs', ""Le maître de ces lieux n'aime que la victoire, Il en fait ses plus chers désirs : Il néglige ici les plaisirs, Et tous ses soins sont pour la gloire."")",0.0
-,"('#le-choeur-graces', 'Les jeux et les amours Ne règnent pas toujours. Les amours, les grâces, les plaisirs et les jeux se retirent.')",0.0
-,"('#venus', ""Revenez, amours, revenez ; Pourquoi quitter ces lieux où l'on est sans alarmes ? La beauté perd ses plus doux charmes, Sitôt que vous l'abandonnez : Revenez, amours, revenez. Beaux lieux, où les plaisirs suivaient partout mes pas, Que sont devenus vos appas ? Qu'un si charmant séjour est triste et solitaire ! Hélas ! Hélas ! Les amours n'y sont pas, Sans les amours, rien ne peut plaire. Revenez, amours, revenez ; Quel chagrin si pressant vous a tous emmenés ? Est-il quelque danger dont Mars ne vous délivre ? Il chasse les fureurs de ces lieux fortunés, À la seule victoire il permet de le suivre. Revenez, amours, revenez. On entend des trompettes et des tambours dont le bruit se mêle au son de plusieurs instruments champêtres. Cependant Mars paraît sur son char avec Bellone."")",0.0
-,"('#mars', ""Que rien ne trouble ici Vénus et les amours. Que sous d'aimables lois, dans ces douces retraites, On passe en repos d'heureux jours ; Que les hautbois, que les musettes L'emportent sur les trompettes, Et sur les tambours. Que rien ne trouble ici Vénus et les amours. On n'entend plus le bruit des trompettes et des tambours, et plusieurs instruments champêtres jouent dans le temps que Mars descend."")",0.0
-,"('#mars', ""Partez, allez, volez, redoutable Bellone. Laissez en paix ici les amours et les jeux ; Que Cérès, que Bacchus, s'avancent avec eux ; Éloignez ce qui les étonne. Portez aux ennemis de cet empire heureux Tout ce que la guerre a d'affreux : Vénus le veut, Mars vous l'ordonne. Partez, allez, volez, redoutable Bellone. Bellone obéit, et s'envole."")",0.0
-,"('#venus', ""Inexorable Mars, pourquoi déchaînez-vous Contre un héros vainqueur tant d'ennemis jaloux ? Faut-il que l'univers avec fureur conspire Contre ce glorieux empire Dont le séjour nous est si doux ? Sans une aimable paix peut-on jamais attendre De beaux jours ni d'heureux moments ? La plainte la plus tendre, Les plus doux soupirs des amants, Sont le seul bruit qu'on doit entendre En des lieux si charmants."")",0.0
-,"('#mars', ""Que dans ce beau séjour rien ne vous épouvante, Un nouveau Mars rendra la France triomphante. Le destin de la guerre en ses mains est remis. Et si j'augmente Le nombre de ses ennemis, C'est pour rendre sa gloire encor plus éclatante. Le dieu de la valeur doit toujours l'animer."")",0.0
-,"('#venus', 'Vénus répand sur lui tout ce qui peut charmer.')",0.0
-,"('#mars', ""Malheur, malheur à qui voudra contraindre Un si grand héros à s'armer."")",0.0
-,"('#venus', ""Tout doit l'aimer."")",0.0
-,"('#mars', 'Tout doit le craindre.')",0.0
-,"('#venus #mars', ""Tout doit le craindre, Tout doit l'aimer."")",0.0
-,"('#venus #mars', ""Qu'il passe, au gré de ses désirs, De la gloire aux plaisirs, Des plaisirs à la gloire. Venez, aimables dieux, venez tous dans sa cour. Mêlez aux chants de victoire Les douces chansons d'amour. Bacchus et Cérès suivis de moissonneurs, de sylvains et de bacchantes, ramènent les amours, les Grâces, les plaisirs, et les jeux."")",0.0
-,"('#le-choeur-des-graces', ""Mêlons aux chants de victoire Les douces chansons d'amour."")",0.0
-,"('#bacchus #ceres', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#choeur #graces', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#mars #venus', 'Au milieu de la guerre Goûtons les plaisirs de la paix.')",0.0
-,"('#le-choeur-graces', ""Au milieu de la guerre Goûtons les plaisirs de la paix. La troupe des moissonneurs commence une danse agréable, et environne Cérès dans le temps qu'elle chante."")",0.0
-,"('#ceres', ""Trop heureux qui moissonne Dans les champs des amours ! Amants que rien ne vous étonne, L'espérance est un grand secours : Quand on vient à cueillir les fruits que l'amour donne, On est riche à jamais, et content pour toujours, Trop heureux qui moissonne Dans les champs des amours. Bacchus chante au milieu des sylvains et des bacchantes qui dansent."")",0.0
-,"('#bacchus', ""Pour les plus fortunés, pour les plus malheureux, Dans l'empire amoureux, Le dieu du vin est nécessaire : S'il prend part aux plaisirs c'est pour les redoubler ; Il charme les chagrins des cours qu'on désespère : Bacchus a de quoi consoler De tous les maux qu'amour peut faire. La troupe qui suit Cérès, et la troupe des suivants de Bacchus se réunissent, et expriment ensemble leur joie par une danse, que les autres dieux accompagnent de leurs chants ; et tous enfin se retirent pour faire place, et pour prendre part au magnifique divertissement qui va paraître."")",0.0
-,"('#mars #venus', ""Qu'il passe au gré de ses désirs De la gloire aux plaisirs, Des plaisirs à la gloire ; Venez, aimables dieux, venez tous, dans sa cour : Mêlez aux chants de victoire Les douces chansons d'amour."")",0.0
-,"('#le-choeur-des-graces', ""Mêlons aux chants de victoire Les douces chansons d'amour."")",0.0
-,"('#bacchus #ceres', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#choeur-des-graces', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
